index,num_trials,num_successes,volume_quality,epsilon_quality,grasp_fnm
157,10,10,0.0,-1.0,grasp_0157.npy
158,10,10,0.04181573949793106,-1.0,grasp_0158.npy
159,10,10,0.04605321913795545,0.011949302758436253,grasp_0159.npy
160,10,10,0.0770939944481657,0.04451491640877705,grasp_0160.npy
161,10,10,0.0,-1.0,grasp_0161.npy
162,10,10,0.0,-1.0,grasp_0162.npy
163,10,0,0.0,-1.0,grasp_0163.npy
164,10,10,0.0,-1.0,grasp_0164.npy
165,10,10,0.0,-1.0,grasp_0165.npy
166,10,10,0.0,-1.0,grasp_0166.npy
167,10,0,0.051473486776804245,-1.0,grasp_0167.npy
168,10,0,0.0,-1.0,grasp_0168.npy
169,10,0,0.04187380035777373,-1.0,grasp_0169.npy
170,10,10,0.04320817473525037,0.012854042511680458,grasp_0170.npy
171,10,0,0.0,-1.0,grasp_0171.npy
172,10,10,0.0,-1.0,grasp_0172.npy
173,10,10,0.0,-1.0,grasp_0173.npy
174,10,0,0.12399203862393163,0.02832184986082352,grasp_0174.npy
175,10,10,0.0,-1.0,grasp_0175.npy
176,10,10,0.0,-1.0,grasp_0176.npy
177,10,10,0.0,-1.0,grasp_0177.npy
178,10,10,0.026082010376095033,0.013504507566202945,grasp_0178.npy
179,10,10,0.6619126749727579,0.14631777605025756,grasp_0179.npy
180,10,10,0.0,-1.0,grasp_0180.npy
181,10,10,0.0,-1.0,grasp_0181.npy
182,10,0,0.0,-1.0,grasp_0182.npy
183,10,10,0.0,-1.0,grasp_0183.npy
184,10,10,0.0,-1.0,grasp_0184.npy
185,10,10,0.0,-1.0,grasp_0185.npy
186,10,0,0.25270403547567516,-1.0,grasp_0186.npy
187,10,10,0.0,-1.0,grasp_0187.npy
188,10,10,0.0,-1.0,grasp_0188.npy
189,10,9,0.0,-1.0,grasp_0189.npy
190,10,10,0.0,-1.0,grasp_0190.npy
191,10,0,0.0,-1.0,grasp_0191.npy
192,10,10,0.0,-1.0,grasp_0192.npy
193,10,10,0.0,-1.0,grasp_0193.npy
194,10,10,0.0,-1.0,grasp_0194.npy
195,10,0,0.0,-1.0,grasp_0195.npy
196,10,10,0.030520046938492317,0.009430105781362896,grasp_0196.npy
197,10,0,0.0,-1.0,grasp_0197.npy
198,10,10,0.04939239796865674,0.027194123634526078,grasp_0198.npy
199,10,10,0.08739159300387475,0.03889568726628117,grasp_0199.npy
200,10,0,0.09032462305164048,0.052463539069857824,grasp_0200.npy
201,10,10,0.0,-1.0,grasp_0201.npy
202,10,10,0.0,-1.0,grasp_0202.npy
203,10,0,0.025240170894205754,0.004209248651568076,grasp_0203.npy
204,10,0,0.0,-1.0,grasp_0204.npy
205,10,0,0.0,-1.0,grasp_0205.npy
206,10,0,0.0,-1.0,grasp_0206.npy
207,10,0,0.0,-1.0,grasp_0207.npy
208,10,10,0.0,-1.0,grasp_0208.npy
209,10,10,0.05143308494342194,-1.0,grasp_0209.npy
210,10,0,0.0,-1.0,grasp_0210.npy
211,10,10,0.0,-1.0,grasp_0211.npy
212,10,10,0.0,-1.0,grasp_0212.npy
213,10,10,0.021956723346956124,0.012345749693773403,grasp_0213.npy
214,10,10,0.024135656342719997,0.006124530013615986,grasp_0214.npy
215,10,10,0.0,-1.0,grasp_0215.npy
216,10,10,0.0,-1.0,grasp_0216.npy
217,10,10,0.1433501053880664,0.023336625165700592,grasp_0217.npy
218,10,10,0.0,-1.0,grasp_0218.npy
219,10,10,0.0,-1.0,grasp_0219.npy
220,10,0,0.17200640425617683,0.02137621727952857,grasp_0220.npy
221,10,9,0.11505931953863766,0.043472084657479204,grasp_0221.npy
222,10,0,0.29781307647256605,-1.0,grasp_0222.npy
223,10,10,0.09598218697928328,0.013584754126595398,grasp_0223.npy
224,10,10,0.0,-1.0,grasp_0224.npy
225,10,10,0.03622908012328919,-1.0,grasp_0225.npy
226,10,0,0.02485560377573992,0.01120459402025157,grasp_0226.npy
227,10,10,0.0,-1.0,grasp_0227.npy
228,10,10,0.03180302885465083,0.016633505424629123,grasp_0228.npy
229,10,10,0.1382795725081239,0.05788270571109158,grasp_0229.npy
230,10,10,0.0,-1.0,grasp_0230.npy
231,10,10,0.0,-1.0,grasp_0231.npy
232,10,10,0.0,-1.0,grasp_0232.npy
233,10,0,0.0,-1.0,grasp_0233.npy
234,10,10,0.0,-1.0,grasp_0234.npy
235,10,0,0.0254142180000132,-1.0,grasp_0235.npy
236,10,10,0.0,-1.0,grasp_0236.npy
237,10,0,0.0,-1.0,grasp_0237.npy
238,10,0,0.0,-1.0,grasp_0238.npy
239,10,0,0.0,-1.0,grasp_0239.npy
240,10,0,0.0,-1.0,grasp_0240.npy
241,10,10,0.0,-1.0,grasp_0241.npy
242,10,10,0.0,-1.0,grasp_0242.npy
243,10,10,0.0,-1.0,grasp_0243.npy
244,10,10,0.0,-1.0,grasp_0244.npy
245,10,10,0.04521095161860644,0.012510849736712182,grasp_0245.npy
246,10,10,0.0,-1.0,grasp_0246.npy
247,10,10,0.0,-1.0,grasp_0247.npy
248,10,10,0.046190679576006276,0.006765407433096816,grasp_0248.npy
249,10,10,0.0,-1.0,grasp_0249.npy
250,10,10,0.030933417283794767,0.003397150098820835,grasp_0250.npy
251,10,10,0.05138675943196546,0.012379433160395747,grasp_0251.npy
252,10,10,0.0,-1.0,grasp_0252.npy
253,10,10,0.0,-1.0,grasp_0253.npy
254,10,10,0.0,-1.0,grasp_0254.npy
255,10,10,0.03043289044390133,0.01144847964828033,grasp_0255.npy
256,10,10,0.0,-1.0,grasp_0256.npy
257,10,10,0.0,-1.0,grasp_0257.npy
258,10,10,0.4687270098147512,0.11148820801608933,grasp_0258.npy
259,10,0,0.0,-1.0,grasp_0259.npy
260,10,10,0.0,-1.0,grasp_0260.npy
261,10,10,0.0,-1.0,grasp_0261.npy
262,10,10,0.0,-1.0,grasp_0262.npy
263,10,10,0.0,-1.0,grasp_0263.npy
264,10,10,0.0,-1.0,grasp_0264.npy
265,10,10,0.0,-1.0,grasp_0265.npy
266,10,0,0.0,-1.0,grasp_0266.npy
267,10,0,0.13334069121804978,-1.0,grasp_0267.npy
268,10,10,0.0,-1.0,grasp_0268.npy
269,10,10,0.5716993091168528,0.15438874532697108,grasp_0269.npy
270,10,10,0.0,-1.0,grasp_0270.npy
271,10,10,0.0,-1.0,grasp_0271.npy
272,10,10,0.023556821456232235,0.008258976146402294,grasp_0272.npy
273,10,10,0.0,-1.0,grasp_0273.npy
274,10,10,0.023287908642826177,0.008186319192989372,grasp_0274.npy
275,10,0,0.0,-1.0,grasp_0275.npy
276,10,10,0.0,-1.0,grasp_0276.npy
277,10,0,0.0,-1.0,grasp_0277.npy
278,10,10,0.0,-1.0,grasp_0278.npy
279,10,10,0.0,-1.0,grasp_0279.npy
280,10,0,0.0,-1.0,grasp_0280.npy
281,10,0,0.0,-1.0,grasp_0281.npy
282,10,10,0.0,-1.0,grasp_0282.npy
283,10,10,0.04098563349224184,0.0124907631439021,grasp_0283.npy
284,10,10,0.0703467623361191,0.017651581177760754,grasp_0284.npy
285,10,10,0.09904243132008059,0.053420489618917405,grasp_0285.npy
286,10,0,0.0,-1.0,grasp_0286.npy
287,10,0,0.0,-1.0,grasp_0287.npy
288,10,10,0.0,-1.0,grasp_0288.npy
289,10,10,0.0,-1.0,grasp_0289.npy
290,10,0,0.017997132717238715,-1.0,grasp_0290.npy
291,10,10,0.0,-1.0,grasp_0291.npy
292,10,10,0.0,-1.0,grasp_0292.npy
293,10,10,0.0,-1.0,grasp_0293.npy
294,10,0,0.0,-1.0,grasp_0294.npy
295,10,10,0.0,-1.0,grasp_0295.npy
296,10,10,0.0,-1.0,grasp_0296.npy
297,10,10,0.028163759148434366,0.00850921099356352,grasp_0297.npy
298,10,10,0.0,-1.0,grasp_0298.npy
299,10,10,0.03944480392116667,-1.0,grasp_0299.npy
300,10,10,0.0,-1.0,grasp_0300.npy
301,10,10,0.0,-1.0,grasp_0301.npy
302,10,10,0.0,-1.0,grasp_0302.npy
303,10,10,0.0,-1.0,grasp_0303.npy
304,10,10,0.0,-1.0,grasp_0304.npy
305,10,2,0.0,-1.0,grasp_0305.npy
306,10,10,0.0,-1.0,grasp_0306.npy
307,10,1,0.14223946947800684,0.016197162599599302,grasp_0307.npy
308,10,10,0.02153055666549705,0.0037275844456249596,grasp_0308.npy
309,10,10,0.0,-1.0,grasp_0309.npy
310,10,10,0.2592967122675675,0.036882638715844296,grasp_0310.npy
311,10,10,0.028013516330478373,0.006725291365263925,grasp_0311.npy
312,10,10,0.0,-1.0,grasp_0312.npy
313,10,0,0.0,-1.0,grasp_0313.npy
314,10,0,0.043793340466903884,0.022494605422862995,grasp_0314.npy
